MZFCUP1,2.752671312,11.65409873,-1.0873046,6.017760419,4.727934747,-10.07335778,-8.381645443,-8.005351702
MZFCUP1,2.82047967,11.56774442,-0.905375113,6.131551745,4.751048793,-9.870464608,-8.319678008,-8.118369697
MZFCUP1,2.791423008,11.51359036,-0.883763481,6.106760626,4.749858823,-9.907954492,-8.335097673,-8.140907347
MZFCUP2,-0.212080689,-3.861169604,-3.147123681,-4.622181993,-7.656684625,-8.833855008,-9.721266415,-4.834907168
MZFCUP2,-0.267635243,-3.77511265,-3.121367331,-4.567044931,-9.117796927,-8.777600548,-9.710741785,-4.772502573
MZFCUP2,-0.296269045,-3.777750386,-3.109671597,-4.615207559,-9.008879579,-8.733534197,-9.645007452,-4.816257828
MZFCUP3,-7.359178172,-5.337753513,0.615739996,4.843979806,1.487804127,5.900685475,0.535557443,0.963002149
MZFCUP3,-7.400293214,-5.262572856,0.548546973,4.86939777,1.575069005,5.939437451,0.549486518,0.285703926
MZFCUP3,-7.390705157,-5.296249705,0.616242518,4.843171374,1.70888327,6.027978238,0.572590982,0.28348952
MZFVST,-3.700761912,4.182051752,2.194200339,8.848950807,-0.101371014,-8.725032123,-3.119278645,-8.427604022
MZFVST,-3.770421766,4.199190501,2.221087346,8.695751174,-0.084359463,-8.666795724,-3.093068721,-8.394693366
MZFVST,-3.764749659,4.154829295,2.258507633,8.511791881,-0.026258688,-8.671125083,-3.08276116,-8.397085015
MZFMTD,-2.381219661,6.016873959,3.963413644,2.440543454,-4.369292772,-2.422277984,-7.468024871,-4.495226527
MZFMTD,-2.366649107,6.127772051,3.997902881,2.535836098,-4.322807791,-2.464565914,-7.519392054,-4.511609239
MZFMTD,-3.564211,6.110314068,4.034079347,2.539415538,-4.264377434,-2.383722336,-7.470243772,-4.534614
MZFMNB,10.91056406,6.148770276,6.827007444,8.24853107,7.832701379,6.967303199,1.189824786,6.374056062
MZFMNB,10.93197994,6.141798287,6.817076965,8.383114495,7.834491729,7.015667287,1.162328333,6.445855043
MZFMNB,10.91252412,6.173888427,6.798799634,8.378491009,7.850802223,7.073092944,1.135156171,6.428081253
MZFMSP,-0.467196148,-0.300911015,-1.741407366,-1.638979372,-5.710075658,2.967955706,-12.02335365,-10.87428589
MZFMSP,-0.478055852,-0.308799241,-1.747671711,-1.588790444,-5.676937344,2.96114339,-12.03851744,-10.93001314
MZFMSP,-0.479560069,-0.263200851,-1.744697089,-1.628176855,-5.664221756,2.968053306,-12.02314457,-10.95220813
MZFFUR,-9.428114059,-9.608723793,-8.427025021,-7.712751866,5.017400691,3.380979385,1.469095352,-9.765649344
MZFFUR,-9.492448047,-9.654949471,-8.542318824,-7.732179361,5.016466964,3.435806214,1.554933742,-9.675420655
MZFFUR,-9.463486574,-9.609060278,-8.564404791,-7.721870103,5.053979307,3.432715843,1.550656422,-9.651935361
MLPMNB,-2.366178203,-4.567888384,-8.352290066,-10.59642891,-9.90750532,-10.83639852,-9.171430762,-10.44618701
MLPMNB,-2.406580476,-4.596821325,-8.372344356,-10.60985765,-10.00718406,-10.9043242,-9.219563254,-10.51426791
MLPMNB,-2.416024128,-4.571746072,-8.380468265,-10.63938024,-9.921498014,-10.87591414,-9.223283636,-10.61019744
MLPCUP3,-3.203640224,1.22507975,-1.960140636,-7.425829653,-10.61786922,-10.82924107,-10.42225311,-7.540806812
MLPCUP3,-3.16309919,1.268249161,-1.912345217,-7.433149655,-10.69085739,-10.84956086,-10.45535098,-7.387414865
MLPCUP3,-3.170400896,1.253489734,-2.005746708,-7.359867604,-10.75421415,-10.87312654,-10.40751237,-7.383593318
MLPMSP,-9.847270595,-9.647388976,-11.36790753,-6.907474802,-10.49400175,-10.94063977,-10.29489106,-9.243617431
MLPMSP,-9.848789016,-9.670155203,-11.40732337,-6.918402419,-10.45120409,-10.93914916,-10.3488999,-9.25658664
MLPMSP,-9.863258782,-9.711268991,-11.4236651,-6.839337606,-10.51854354,-10.85593507,-10.30367989,-9.234639905
